year_trimmed_final,donor_trimmed_final,organization_name_trimmed_final,city_trimmed_final,county,state_trimmed_final,dues_paid,president_trimmed_final,delegates_trimmed_final,clubs_sending_greetings_trimmed_final,source_image,notes
1904,,Woman's Loyal Union,Charleston,,WV,$2.90,,,,https://drive.google.com/open?id=16ZNj3wIxk9ISXGP5T9v7EUIpxEvWZjNq,
1904,,Central Mission Band,St Louis,,MO,$5.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Aurora Reading Circle,Pittsburgh,,PA,$2.20,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Sojourner's Truth Club,Montgomery,,AL,$3.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Atlanta Woman's Club,Atlanta,,GA,$9.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Phyllis Wheatley,New Orleans,,LA,$12.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Woman's Club,Indianapolis,,IN,$2.50,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Woman's Improvement League,St Louis,,MO,$4.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Cornell Charity Club,Chicago,,IL,$4.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Phyllis Wheatley Culture Club,Springfield,,OH,$1.50,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Three by Ten Club,Tuscaloosa,,AL,$3.60,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Springfield Colored Woman's Club,Springfield,,IL,$5.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Sorosis Woman's Club,Marion,,IN,$1.90,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,Miss S Lewis Carson,,Ann Arbor,,MI,$2.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Phyllis Wheatley Club,Alton,,IL,$4.60,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Friday Club,Hannibal,,,$1.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,state information was illegible 
1904,,Busy Bee Club,Rochester,,NY,$1.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Silver Leaf Club,Camden,,AR,$2.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,"Woman's Mite Missionary Society, St John's A M E Church",Chicago,,IL,$4.50,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Halper Married Ladies' Club,St Louis,,MO,$7.50,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Eurydice Club,Marion,,IN,$4.20,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Woman's Club,Athens,,GA,$4.50,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,The Ladies' Aid Society,Homestead,,PA,$1.50,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Needle Work Club,Jacksonville,,IL,$1.20,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Rose of New England League,Norwich,,CT,$4.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Earnest Workers Club,Montgomery,,WV,$1.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Dearborn Center Woman's Club,Chicago,,IL,$2.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Phyllis Wheatley Woman's Club,Chicago,,IL,$10.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Harriet Beecher Stowe Club,Des Moines,,IA,$1.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Busy Bee Sewing Club Circle,Des Moines,,IA,$1.20,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Vashon Mothers' Club,St Louis,,MO,$2.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Sheldon League of American Mothers,Topeka,,KS,$2.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Topeka Ministers' Wives Alliance,Topeka,,KS,$1.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,The Sunshine Circle of King's Daughters,Chicago,,IL,$2.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Ladies' Noonday Social Club,St Louis,,MO,$2.40,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Woman's Club,Little Rock,,AR,$6.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,St Lillian Coleman Young Ladies' Auxilliary,Milwaukee,,WI,$1.20,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Adelphia Club,St Paul,,MN,$2.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Woman's Club,St Louis,,MO,$4.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Alpha Art Club,Kansas City,,MO,$1.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,The Ladies Culture Club,Anderson,,IN,$1.60,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Kansas City Woman's League,Kansas City,,MO,$7.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Booklovers' Club,Kansas City,,MO,$1.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Progressive Study Club,Kansas City,,MO,$5.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Woman's Christian Club,Peoria,,IL,$1.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Woman's Club,Lake,,MO,$1.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,"Olive Branch Society, Lincoln Institute",Jefferson City,,MO,$4.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Ruth Circle,Memphis,,TN,$3.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Woman's Club,Boonville,,MO,$2.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Acacia Rose Circle,Knoxville,,TN,$3.20,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Harper W C T U,St Louis,,MO,$5.40,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Woman's Improvement Club,Indianapolis,,IN,$2.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,The Needle and Art Club,Springfield,,MO,$0.50,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,F E W Harper League,Pittsburgh,,PA,$3.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Willing Workers,Detroit,,MI,$15.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Ida B Wells Club,Chicago,,IL,$11.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Woman's Loyal Union,New Bedford,,MA,$2.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Phyllis Wheatley Club,Jackonsville,,IL,$4.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Ladies' Progressive Club,Harrisburg,,PA,$1.70,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,West Side Koffee Clutch Club,Chicago,,IL,$1.20,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Agnes Moody Club,Monmouth,,IL,$2.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Booklovers' Club,Rochester,,NY,$1.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Samaritan Club,Chicago,,IL,$4.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,North Side Woman's Club,Chicago,,IL,$2.30,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Thurman Federation,Hot Springs,,AR,$2.50,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,The Musicale and Literary Club,Louisville,,KY,$1.20,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Mothers' Union of Olivette Baptist Church,Chicago,,IL,$6.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Woman's Improvement League,Louisville,,KY,$9.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Sunshine Club,Louisville,,KY,$1.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Ladies Sewing Circle of Orphans' Home,Louisville,,KY,$2.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Board of Managers Baptists M E Convention,Louisville,,KY,$1.30,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Thursday Club,Jackson,,MI,$3.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Phyllis Wheatley Club,Nashville,,TN,$5.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Woman's Aid Club,Peoria,,IL,$11.20,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,The Coterie Club,Topeka,,KS,$3.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Orphan Home,St Louis,,MO,$6.00,,,,https://drive.google.com/open?id=1rYKJervySmCr2LRLb8WG4r-spFT6LI_t,
1904,,Woman's Club,Milwaukee,,WI,$1.40,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Willing Workers' League,Cincinnati,,OH,$1.70,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Woman's Cub,Lake,,MO,$2.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,M E C Smith Club,Jacksonville,,FL,$6.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Mrs B T Washington Club,Jacksonville,,FL,$1.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Woman's Baptist Mission Board,Louisville,,KY,$1.50,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,South Omaha Chenlens Club,Omaha,,NE,$1.20,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Study Club,Columbus,,OH,$1.40,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Woman's Improvement League,Charleston,,WV,$7.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Practical Woman's Club,Oil City,,PA,$1.60,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Mothers' Union of E B C,Chicago,,IL,$3.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Colored Woman's Club,Jacksonville,,IL,$2.60,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Colored Woman's Business Club,Chicago,,IL,$1.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Christian Charity Club,St Louis,,MO,$3.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Woman's Industiral Club,Louisville,,KY,$2.10,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,King's Daughters of Cavalry Baptist Church,Louisville,,KY,$2.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Susan B Anthony Club,Rochester,,NY,$6.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Northeastern Federation,New Haven,,CT,$5.60,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Wheel of Progress Club,Cincinnati,,OH,$2.80,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Elizabeth L Davis Club,Johnstown,,PA,$2.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,J Silone-Yates Mothers' Club,Newport,,RI,$5.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,The Mothers' Wreath Club,Luray,,VA,$1.60,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Julia A Gastron Club,Evanston,,IL,$6.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Woman's Civic League,Chicago,,IL,$14.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,M L Harrison Club,St Louis,,MO,$1.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Climbers' Club,Rochester,,NY,$1.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Hester Jeffrey Club,Rochester,,NY,$1.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Harper W C T U,St Louis,,MO,$0.60,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Dunbar Club,Norwich,,OH,$3.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Kensington Art Club,Kansas City,,MO,$1.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Little Women's Auxiliary,Kansas City,,MO,$1.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Baptist Woman's State Convention,,,,$1.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Woman's Club,Waugh,,AL,$3.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Friday Club,Cleveland,,OH,$3.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Woman's Club,Bloomington,,IL,$2.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Mutual Improvement Club,Selma,,AL,$4.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Sojourner's Truth Club,Birmingham,,AL,$6.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,Mrs J S Yates,Sojourner's Truth Club,Washington,,DC,$2.00,,,,https://drive.google.com/open?id=14FK_vDe1hCvtcOJ0lgMn1p7C996DDJq-,
1904,,Interstate Literary Club,Duluth,,MN,$0.70,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,this screenshot/document is the report of the ways and means committee
1904,,Woman's Loyal Union,Charleston,,WV,$15.75,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,Mrs Marie West,,Buffalo,,NY,$2.00,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Woman's Christian Club,Peoria,,IL,$1.00,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,Mrs J S Yates,Mrs L A Hairis,Providence,,RI,$0.20,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Mothers' Union E B C,Chicago,,IL,$1.30,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Sigma Lambda Club,Hannibal,,MO,$1.00,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Woman's Aid Club,St Louis,,MO,$2.00,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Phyllis Wheatley Club,New Orleans,,LA,$5.00,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Phyllis Wheatley Club,Chicago,,IL,$8.00,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Harper W C T U,Colorado Springs,,CO,$18.50,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Ladies' Council,Montgomery,,WV,$14.10,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Dalphia Art Club,Colorado Springs,,CO,$2.50,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Woman's Improvement League,Montgomery,,WV,$4.00,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Colored Woman's Club,Indianapolis,,IN,$1.25,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Woman's Samaritan Club,Chicago,,IL,$2.00,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Cornell Charity Club,Chicago,,IL,$1.10,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Married Ladies' Afternoon Club,Xenia,,OH,$1.00,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Ida B Wells Club,Ottumwa,,IA,$1.00,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,Mrs Rosa D Bowser,,Richmond,,VA,$1.00,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Woman's Civic League,Chicago,,IL,$2.00,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Mary C Terrell Club,St Louis,,MO,$4.20,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Friday Study Club,Cleveland,,OH,$1.00,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Minerva Reading Circle,,,,$1.00,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,W B Smelson,Kansas City,,MO,$1.00,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Woman's Club,Springfield,,IL,$1.50,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Woman's Loyal Union,New Bedford,,MA,$2.00,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Sunshine Charity Club,St Louis,,MO,$21.55,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,,,,,$28.00,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,"Says ""from Collection"""
1904,,,,,,$18.50,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,"""from sale of badges"" "
1904,,,,,,$4.60,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,"""from sale of books by mrs c tillman"" "
1904,,,,,,$1.55,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,"""from sale of ohio books by Mrs cliff"""
1904,,,,,,$1.20,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,"""percentage on books by J H Jackson"""
1904,,,,,,$6.05,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,"""Miss E C Carter from sale of historical Records"""
1904,,,,,,$3.25,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,"""constitution"""
1904,,,,,,$0.15,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,"""sowing and reaping"""
1904,,,,,,$80.00,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,"""from Mrs B T Washington from the sale of ""notes"""" "
1904,,Married Ladies' Club,Steubenville,,OH,$1.00,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Independent Sisters,Dayton,,OH,$1.00,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Willing Workers,Cincinnati,,OH,$1.00,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1904,,Woman's Club,Bellefontaine,,OH,$1.00,,,,https://drive.google.com/open?id=1jUIWob4RnPrvnJ90yfnKrfvR0ENcAU1b,
1906,,Afro-American Searchlight Club,Cheyenne,,WY,$2.00,,,,https://drive.google.com/open?id=1DzXZ8xshTq4Am7sCPBKbs1zDKUpiCgvY,
1907,Mrs Booker T Washington,,,,,$37.72,,,,https://drive.google.com/open?id=1DzXZ8xshTq4Am7sCPBKbs1zDKUpiCgvY,"""subscriptions to national notes"" "
1907,,Colorado State Federation,,,CO,$2.00,,,,https://drive.google.com/open?id=1DzXZ8xshTq4Am7sCPBKbs1zDKUpiCgvY,
1907,,Rose of New England League,Norwich,,CT,$3.20,,,,https://drive.google.com/open?id=1DzXZ8xshTq4Am7sCPBKbs1zDKUpiCgvY,
1907,,Phyllis Wheatley,St Paul,,MN,$2.00,,,,https://drive.google.com/open?id=1DzXZ8xshTq4Am7sCPBKbs1zDKUpiCgvY,
1907,,How to Live Club,Thomasville,,GA,$2.00,,,,https://drive.google.com/open?id=1DzXZ8xshTq4Am7sCPBKbs1zDKUpiCgvY,
1907,,California State Federation,,,CA,$0.80,,,,https://drive.google.com/open?id=1DzXZ8xshTq4Am7sCPBKbs1zDKUpiCgvY,
1907,,City Federation,Duluth,,MN,$2.00,,,,https://drive.google.com/open?id=1DzXZ8xshTq4Am7sCPBKbs1zDKUpiCgvY,
1907,,,,,,$1.00,,,,https://drive.google.com/open?id=1DzXZ8xshTq4Am7sCPBKbs1zDKUpiCgvY,"""interstate"""
1907,,Zenith Club,Duluth,,MN,$1.00,,,,https://drive.google.com/open?id=1DzXZ8xshTq4Am7sCPBKbs1zDKUpiCgvY,
1907,,Tuesday Industrial Club,Minneapolis,,MN,$1.00,,,,https://drive.google.com/open?id=1DzXZ8xshTq4Am7sCPBKbs1zDKUpiCgvY,
1907,,Arbutus Club,Minneapolis,,MN,$1.00,,,,https://drive.google.com/open?id=1DzXZ8xshTq4Am7sCPBKbs1zDKUpiCgvY,
1907,,M T C Club,Minneapolis,,MN,$1.00,,,,https://drive.google.com/open?id=1DzXZ8xshTq4Am7sCPBKbs1zDKUpiCgvY,
1907,,City Federation,St Paul,,MN,$1.00,,,,https://drive.google.com/open?id=1DzXZ8xshTq4Am7sCPBKbs1zDKUpiCgvY,
1907,,Social and Literary,St Paul,,MN,$1.00,,,,https://drive.google.com/open?id=1DzXZ8xshTq4Am7sCPBKbs1zDKUpiCgvY,
1907,,Social Improvement Club,St Paul,,MN,$2.00,,,,https://drive.google.com/open?id=1DzXZ8xshTq4Am7sCPBKbs1zDKUpiCgvY,
1907,,Adelphia Club,St Paul,,MN,$2.50,,,,https://drive.google.com/open?id=1DzXZ8xshTq4Am7sCPBKbs1zDKUpiCgvY,
1907,,Monday Art Club,St Paul,,MN,$2.00,,,,https://drive.google.com/open?id=1DzXZ8xshTq4Am7sCPBKbs1zDKUpiCgvY,
1908,,Empty Stocking Fresh Air Fund,Baltimore,,MD,$5.00,,,,https://drive.google.com/open?id=1DzXZ8xshTq4Am7sCPBKbs1zDKUpiCgvY,
1908,,Woman's Club,Gainesville,,GA,$1.20,,,,https://drive.google.com/open?id=1DzXZ8xshTq4Am7sCPBKbs1zDKUpiCgvY,
1908,,Progressive Club,Worcester,,MA,$1.70,,,,https://drive.google.com/open?id=1DzXZ8xshTq4Am7sCPBKbs1zDKUpiCgvY,
1908,,State Federation,Charlotte,,SC,$1.40,,,,https://drive.google.com/open?id=1DzXZ8xshTq4Am7sCPBKbs1zDKUpiCgvY,
1908,,Woman's Club,Henderson,,NC,$1.70,,,,https://drive.google.com/open?id=1DzXZ8xshTq4Am7sCPBKbs1zDKUpiCgvY,
